#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EPS15	HGF	9606.ENSP00000360798	9606.ENSP00000222390	0	0	0	0	0	0	0.500	0.454	0.715
EPS15	UBQLN2	9606.ENSP00000360798	9606.ENSP00000345195	0	0	0	0	0.095	0.447	0.500	0.677	0.908
EPS15	REPS2	9606.ENSP00000360798	9606.ENSP00000349824	0	0	0	0.558	0.042	0.295	0.500	0.414	0.776
EPS15	UBB	9606.ENSP00000360798	9606.ENSP00000478771	0	0	0	0	0	0.510	0.500	0.066	0.751
EPS15	VAMP2	9606.ENSP00000360798	9606.ENSP00000418572	0	0	0	0	0	0	0.500	0.537	0.759
EPS15	STAM	9606.ENSP00000360798	9606.ENSP00000366746	0	0	0	0	0.104	0.091	0.500	0.790	0.903
ERAL1	PTCD3	9606.ENSP00000254928	9606.ENSP00000254630	0	0	0	0	0.042	0.881	0.800	0.518	0.987
ERAL1	MRPS18A	9606.ENSP00000254928	9606.ENSP00000361206	0	0	0	0	0.335	0	0.500	0.594	0.853
ERCC2	XRCC1	9606.ENSP00000375809	9606.ENSP00000262887	0	0	0	0	0.209	0	0.400	0.972	0.985
ERCC2	TP53	9606.ENSP00000375809	9606.ENSP00000269305	0	0	0	0	0.060	0.510	0	0.610	0.804
ERCC2	POLR2D	9606.ENSP00000375809	9606.ENSP00000272645	0	0	0	0	0.074	0.939	0.500	0.539	0.985
ERCC2	GTF2E1	9606.ENSP00000375809	9606.ENSP00000283875	0	0	0	0	0.067	0.993	0.900	0.654	0.999
ERCC2	MED7	9606.ENSP00000375809	9606.ENSP00000286317	0	0	0	0	0	0.925	0	0.437	0.956
ERCC2	WRN	9606.ENSP00000375809	9606.ENSP00000298139	0.047	0	0	0	0.095	0	0	0.714	0.732
ERCC2	MED14	9606.ENSP00000375809	9606.ENSP00000323720	0	0	0	0	0.073	0.925	0	0.250	0.943
ERCC2	MED16	9606.ENSP00000375809	9606.ENSP00000325612	0.045	0	0	0	0.178	0.812	0	0.060	0.842
ERCC2	MED25	9606.ENSP00000375809	9606.ENSP00000326767	0	0	0	0	0.067	0.812	0	0	0.817
ERCC2	POLR2K	9606.ENSP00000375809	9606.ENSP00000342889	0	0	0	0	0	0.939	0.500	0.176	0.972
ERCC2	TAF11	9606.ENSP00000375809	9606.ENSP00000354633	0	0	0	0	0	0.800	0.900	0.064	0.979
ERCC2	TAF5	9606.ENSP00000375809	9606.ENSP00000358854	0	0	0	0	0	0.802	0.900	0.091	0.980
ERCC2	MMS19	9606.ENSP00000375809	9606.ENSP00000359818	0	0	0	0	0.106	0.946	0.900	0.816	0.999
ERCC2	MED6	9606.ENSP00000375809	9606.ENSP00000481920	0	0	0	0	0	0.925	0	0.149	0.933
ERCC2	TAF6	9606.ENSP00000375809	9606.ENSP00000399982	0	0	0	0	0.198	0.800	0.900	0.101	0.983
EREG	HBEGF	9606.ENSP00000244869	9606.ENSP00000230990	0	0	0	0	0.127	0	0.400	0.928	0.959
EREG	FGFR3	9606.ENSP00000244869	9606.ENSP00000339824	0	0	0	0	0.042	0	0.650	0.180	0.701
EREG	PDGFRB	9606.ENSP00000244869	9606.ENSP00000261799	0	0	0	0	0	0	0.650	0.240	0.722
EREG	FLT1	9606.ENSP00000244869	9606.ENSP00000282397	0	0	0	0	0	0	0.650	0.251	0.726
EREG	LHCGR	9606.ENSP00000244869	9606.ENSP00000294954	0	0	0	0	0	0	0	0.767	0.767
ERN2	TRAF2	9606.ENSP00000256797	9606.ENSP00000247668	0	0	0	0	0.055	0.090	0.540	0.392	0.727
ESR2	TP53	9606.ENSP00000343925	9606.ENSP00000269305	0	0	0	0	0	0	0	0.783	0.783
ESR2	LHCGR	9606.ENSP00000343925	9606.ENSP00000294954	0	0	0	0	0.049	0	0	0.724	0.727
ESR2	RPS6KB2	9606.ENSP00000343925	9606.ENSP00000308413	0	0	0	0	0.055	0.053	0.900	0.121	0.910
ESR2	NRIP1	9606.ENSP00000343925	9606.ENSP00000327213	0	0	0	0	0	0.446	0	0.609	0.774
ESR2	FOXO3	9606.ENSP00000343925	9606.ENSP00000339527	0	0	0	0	0	0.301	0	0.597	0.707
ESR2	IGF1	9606.ENSP00000343925	9606.ENSP00000376637	0	0	0	0	0.043	0	0	0.731	0.731
ESR2	NCOA6	9606.ENSP00000343925	9606.ENSP00000363929	0	0	0	0	0.056	0.556	0	0.453	0.750
ESR2	KLF5	9606.ENSP00000343925	9606.ENSP00000366915	0	0	0	0	0	0.311	0	0.835	0.881
ESR2	NCOR2	9606.ENSP00000343925	9606.ENSP00000384018	0	0	0	0	0	0.549	0.500	0.626	0.908
ESR2	NCOA2	9606.ENSP00000343925	9606.ENSP00000399968	0	0	0	0	0	0.779	0.800	0.872	0.993
ETNK1	SOX5	9606.ENSP00000500633	9606.ENSP00000398273	0	0	0	0	0.055	0	0	0.859	0.861
ETS1	TP53	9606.ENSP00000376436	9606.ENSP00000269305	0	0	0	0	0.106	0.625	0	0.925	0.972
ETS1	IKZF1	9606.ENSP00000376436	9606.ENSP00000331614	0	0	0	0	0.158	0.058	0	0.700	0.741
ETV4	GDNF	9606.ENSP00000321835	9606.ENSP00000409007	0	0	0	0	0	0	0	0.719	0.719
EXT2	TRAP1	9606.ENSP00000379032	9606.ENSP00000246957	0	0	0	0	0.049	0.313	0	0.662	0.760
EZH2	RCOR1	9606.ENSP00000320147	9606.ENSP00000262241	0	0	0	0	0.131	0.061	0.500	0.804	0.909
EZH2	TP53	9606.ENSP00000320147	9606.ENSP00000269305	0	0	0	0	0.085	0.130	0.500	0.776	0.899
EZH2	MYCN	9606.ENSP00000320147	9606.ENSP00000281043	0	0	0	0	0.049	0.629	0	0.876	0.952
EZH2	PPARG	9606.ENSP00000320147	9606.ENSP00000287820	0	0	0	0	0.056	0.311	0.500	0.397	0.778
EZH2	REST	9606.ENSP00000320147	9606.ENSP00000311816	0	0	0	0	0.092	0.097	0.500	0.400	0.721
EZH2	JAK2	9606.ENSP00000320147	9606.ENSP00000371067	0	0	0	0	0.043	0.318	0	0.673	0.768
EZH2	NRAS	9606.ENSP00000320147	9606.ENSP00000358548	0	0	0	0	0.124	0.063	0	0.788	0.811
EZH2	H2AC15	9606.ENSP00000320147	9606.ENSP00000482431	0	0	0	0	0	0.821	0	0.053	0.823
EZH2	PHC1	9606.ENSP00000320147	9606.ENSP00000437659	0	0	0	0	0.136	0.069	0.900	0.811	0.982
F10	SERPIND1	9606.ENSP00000364709	9606.ENSP00000215727	0	0	0	0	0.186	0.045	0.500	0.599	0.823
F10	NR1I2	9606.ENSP00000364709	9606.ENSP00000336528	0	0	0	0	0.094	0	0	0.820	0.830
F10	F8	9606.ENSP00000364709	9606.ENSP00000353393	0	0	0	0	0.067	0.294	0.750	0.987	0.997
F10	RHAG	9606.ENSP00000364709	9606.ENSP00000360217	0	0	0	0	0.092	0	0	0.781	0.792
F10	KNG1	9606.ENSP00000364709	9606.ENSP00000493985	0	0	0	0	0.141	0	0	0.684	0.717
F10	FURIN	9606.ENSP00000364709	9606.ENSP00000483552	0	0	0	0	0.061	0	0.750	0.275	0.815
F8	ST14	9606.ENSP00000353393	9606.ENSP00000278742	0	0	0	0	0.055	0.076	0	0.868	0.875
F8	GP9	9606.ENSP00000353393	9606.ENSP00000303942	0	0	0	0	0	0	0.500	0.591	0.786
FADS2	PLA2G6	9606.ENSP00000278840	9606.ENSP00000333142	0	0	0	0	0	0	0.650	0.213	0.713
FBXO5	MAD2L1	9606.ENSP00000229758	9606.ENSP00000296509	0	0	0	0	0.778	0	0	0.298	0.838
FBXO5	GMNN	9606.ENSP00000229758	9606.ENSP00000230056	0	0	0	0	0.358	0.292	0	0.731	0.867
FCGR1A	SCARB2	9606.ENSP00000358165	9606.ENSP00000264896	0	0	0	0	0.055	0	0	0.698	0.702
FCGR1A	MERTK	9606.ENSP00000358165	9606.ENSP00000295408	0	0	0	0	0.070	0.102	0	0.670	0.701
FCGR1A	IGF1	9606.ENSP00000358165	9606.ENSP00000376637	0	0	0	0	0	0	0	0.987	0.987
FGF16	NGFR	9606.ENSP00000399324	9606.ENSP00000172229	0	0	0	0	0	0	0.650	0.338	0.758
FGF16	HGF	9606.ENSP00000399324	9606.ENSP00000222390	0	0	0	0	0	0	0	0.867	0.867
FGF16	FGF23	9606.ENSP00000399324	9606.ENSP00000237837	0	0	0	0.623	0.116	0	0.400	0.552	0.741
FGF16	PDGFRB	9606.ENSP00000399324	9606.ENSP00000261799	0	0	0	0	0.055	0.168	0.650	0.659	0.893
FGF16	FLT1	9606.ENSP00000399324	9606.ENSP00000282397	0	0	0	0	0.060	0.168	0.650	0.594	0.874
FGF16	TNFRSF12A	9606.ENSP00000399324	9606.ENSP00000326737	0	0	0	0	0	0	0	0.716	0.716
FGF16	FGFR3	9606.ENSP00000399324	9606.ENSP00000339824	0	0	0	0	0	0.399	0.650	0.838	0.963
FGF16	KL	9606.ENSP00000399324	9606.ENSP00000369442	0	0	0	0	0	0.045	0.400	0.986	0.991
FGF16	IGF1	9606.ENSP00000399324	9606.ENSP00000376637	0	0	0	0	0	0	0	0.770	0.770
FGF16	GDNF	9606.ENSP00000399324	9606.ENSP00000409007	0	0	0	0	0.060	0	0	0.739	0.745
FGF16	FRS2	9606.ENSP00000399324	9606.ENSP00000447241	0	0	0	0	0	0	0.400	0.773	0.858
FGF17	NGFR	9606.ENSP00000352414	9606.ENSP00000172229	0	0	0	0	0	0	0.650	0.348	0.762
FGF17	HGF	9606.ENSP00000352414	9606.ENSP00000222390	0	0	0	0	0	0	0	0.872	0.872
FGF17	FGF23	9606.ENSP00000352414	9606.ENSP00000237837	0	0	0	0	0.063	0	0.400	0.846	0.906
FGF17	PDGFRB	9606.ENSP00000352414	9606.ENSP00000261799	0	0	0	0	0	0.168	0.650	0.657	0.891
FGF17	FLT1	9606.ENSP00000352414	9606.ENSP00000282397	0	0	0	0	0	0.168	0.650	0.593	0.871
FGF17	TNFRSF12A	9606.ENSP00000352414	9606.ENSP00000326737	0	0	0	0	0	0	0	0.714	0.714
FGF17	SCN5A	9606.ENSP00000352414	9606.ENSP00000328968	0	0	0	0	0.085	0.118	0	0.928	0.936
FGF17	FGF3	9606.ENSP00000352414	9606.ENSP00000334122	0	0	0	0	0.121	0	0.400	0.505	0.716
FGF17	FGFR3	9606.ENSP00000352414	9606.ENSP00000339824	0	0	0	0	0.072	0.168	0.650	0.956	0.986
FGF17	IGF1	9606.ENSP00000352414	9606.ENSP00000376637	0	0	0	0	0	0	0	0.787	0.787
FGF17	FRS2	9606.ENSP00000352414	9606.ENSP00000447241	0	0	0	0	0	0	0.400	0.771	0.857
FGF17	KL	9606.ENSP00000352414	9606.ENSP00000369442	0	0	0	0	0	0.045	0.400	0.986	0.991
FGF21	PDGFRB	9606.ENSP00000471477	9606.ENSP00000261799	0	0	0	0	0	0.168	0.650	0.252	0.763
FGF21	FLT1	9606.ENSP00000471477	9606.ENSP00000282397	0	0	0	0	0	0.168	0.650	0.231	0.756
FGF21	PPARG	9606.ENSP00000471477	9606.ENSP00000287820	0	0	0	0	0.044	0.054	0	0.698	0.703
FGF21	FGFR3	9606.ENSP00000471477	9606.ENSP00000339824	0	0	0	0	0	0.168	0.650	0.814	0.941
FGF21	KL	9606.ENSP00000471477	9606.ENSP00000369442	0	0	0	0	0	0.045	0	0.978	0.978
FGF23	FGF4	9606.ENSP00000237837	9606.ENSP00000168712	0	0	0	0.642	0.100	0	0.400	0.608	0.770
FGF23	FGF6	9606.ENSP00000237837	9606.ENSP00000228837	0	0	0	0.639	0.139	0	0.400	0.591	0.770
FGF23	FGF3	9606.ENSP00000237837	9606.ENSP00000334122	0	0	0	0.661	0.050	0	0.400	0.563	0.729
FGF23	PDGFRB	9606.ENSP00000237837	9606.ENSP00000261799	0	0	0	0	0.069	0.168	0.650	0.166	0.743
FGF23	FRS2	9606.ENSP00000237837	9606.ENSP00000447241	0	0	0	0	0	0	0.400	0.605	0.753
FGF23	FLT1	9606.ENSP00000237837	9606.ENSP00000282397	0	0	0	0	0.086	0.168	0.650	0.226	0.766
FGF23	FGFR3	9606.ENSP00000237837	9606.ENSP00000339824	0	0	0	0	0	0.168	0.650	0.937	0.980
FGF23	PHEX	9606.ENSP00000237837	9606.ENSP00000368682	0	0	0	0	0.042	0.087	0	0.980	0.981
FGF23	KL	9606.ENSP00000237837	9606.ENSP00000369442	0	0	0	0	0	0.928	0.800	0.999	0.999
FGF3	NGFR	9606.ENSP00000334122	9606.ENSP00000172229	0	0	0	0	0.044	0	0.650	0.348	0.762
FGF3	HGF	9606.ENSP00000334122	9606.ENSP00000222390	0	0	0	0	0	0	0	0.870	0.870
FGF3	PDGFRB	9606.ENSP00000334122	9606.ENSP00000261799	0	0	0	0	0	0.168	0.650	0.658	0.891
FGF3	FLT1	9606.ENSP00000334122	9606.ENSP00000282397	0	0	0	0	0	0.168	0.650	0.594	0.871
FGF3	TNFRSF12A	9606.ENSP00000334122	9606.ENSP00000326737	0	0	0	0	0	0	0	0.713	0.713
FGF3	GDNF	9606.ENSP00000334122	9606.ENSP00000409007	0	0	0	0	0.054	0	0	0.721	0.724
FGF3	IGF1	9606.ENSP00000334122	9606.ENSP00000376637	0	0	0	0	0	0	0	0.763	0.763
FGF3	FRS2	9606.ENSP00000334122	9606.ENSP00000447241	0	0	0	0	0	0	0.400	0.772	0.857
FGF3	FGFR3	9606.ENSP00000334122	9606.ENSP00000339824	0	0	0	0	0	0.168	0.650	0.931	0.978
FGF3	KL	9606.ENSP00000334122	9606.ENSP00000369442	0	0	0	0	0	0.045	0.400	0.986	0.991
FGF4	NGFR	9606.ENSP00000168712	9606.ENSP00000172229	0	0	0	0	0	0	0.650	0.348	0.762
FGF4	IGF1	9606.ENSP00000168712	9606.ENSP00000376637	0	0	0	0	0	0	0	0.788	0.788
FGF4	FRS2	9606.ENSP00000168712	9606.ENSP00000447241	0	0	0	0	0	0	0.400	0.771	0.857
FGF4	FLT1	9606.ENSP00000168712	9606.ENSP00000282397	0	0	0	0	0.065	0.168	0.650	0.594	0.874
FGF4	HGF	9606.ENSP00000168712	9606.ENSP00000222390	0	0	0	0	0	0	0	0.883	0.883
FGF4	PDGFRB	9606.ENSP00000168712	9606.ENSP00000261799	0	0	0	0	0.058	0.168	0.650	0.657	0.893
FGF4	FGFR3	9606.ENSP00000168712	9606.ENSP00000339824	0	0	0	0	0	0.385	0.650	0.868	0.969
FGF4	KL	9606.ENSP00000168712	9606.ENSP00000369442	0	0	0	0	0	0.045	0.400	0.986	0.991
FGF6	NGFR	9606.ENSP00000228837	9606.ENSP00000172229	0	0	0	0	0.042	0	0.650	0.336	0.758
FGF6	HGF	9606.ENSP00000228837	9606.ENSP00000222390	0	0	0	0	0	0	0	0.876	0.876
FGF6	TNFRSF12A	9606.ENSP00000228837	9606.ENSP00000326737	0	0	0	0	0	0	0	0.716	0.716
FGF6	GDNF	9606.ENSP00000228837	9606.ENSP00000409007	0	0	0	0	0.049	0	0	0.743	0.746
FGF6	IGF1	9606.ENSP00000228837	9606.ENSP00000376637	0	0	0	0	0	0	0	0.794	0.794
FGF6	FLT1	9606.ENSP00000228837	9606.ENSP00000282397	0	0	0	0	0.074	0.168	0.650	0.593	0.875
FGF6	PDGFRB	9606.ENSP00000228837	9606.ENSP00000261799	0	0	0	0	0.067	0.168	0.650	0.658	0.894
FGF6	FRS2	9606.ENSP00000228837	9606.ENSP00000447241	0	0	0	0	0	0	0.400	0.837	0.898
FGF6	FGFR3	9606.ENSP00000228837	9606.ENSP00000339824	0	0	0	0	0	0.168	0.650	0.878	0.961
FGF6	KL	9606.ENSP00000228837	9606.ENSP00000369442	0	0	0	0	0	0.045	0.400	0.986	0.991
FGFR3	HGF	9606.ENSP00000339824	9606.ENSP00000222390	0	0	0	0	0	0	0.650	0.355	0.764
FGFR3	PIK3R3	9606.ENSP00000339824	9606.ENSP00000262741	0	0	0	0	0	0.127	0.650	0.450	0.817
FGFR3	TP53	9606.ENSP00000339824	9606.ENSP00000269305	0	0	0	0	0.046	0	0	0.717	0.718
FGFR3	IRS1	9606.ENSP00000339824	9606.ENSP00000304895	0	0	0	0	0.042	0	0.650	0.187	0.703
FGFR3	NPPC	9606.ENSP00000339824	9606.ENSP00000387159	0	0	0	0	0.063	0	0	0.764	0.769
FGFR3	MUC1	9606.ENSP00000339824	9606.ENSP00000484824	0	0	0	0	0.045	0	0	0.768	0.769
FGFR3	IGF1	9606.ENSP00000339824	9606.ENSP00000376637	0	0	0	0	0	0	0.650	0.445	0.797
FGFR3	FRS2	9606.ENSP00000339824	9606.ENSP00000447241	0	0	0	0	0	0.374	0.400	0.638	0.852
FGFR3	JAK2	9606.ENSP00000339824	9606.ENSP00000371067	0	0	0	0.610	0	0.074	0.900	0.219	0.921
FGFR3	KL	9606.ENSP00000339824	9606.ENSP00000369442	0	0	0	0	0.062	0.154	0.400	0.937	0.966
FGFR3	NRAS	9606.ENSP00000339824	9606.ENSP00000358548	0	0	0	0	0	0.099	0.900	0.806	0.981
FGG	SERPIND1	9606.ENSP00000336829	9606.ENSP00000215727	0	0	0	0	0.479	0.071	0.500	0.855	0.960
FGG	HP	9606.ENSP00000336829	9606.ENSP00000348170	0	0	0	0	0.486	0.309	0	0.634	0.858
FGG	KNG1	9606.ENSP00000336829	9606.ENSP00000493985	0	0	0	0	0.608	0.065	0.400	0.667	0.917
FKBP6	PIWIL2	9606.ENSP00000252037	9606.ENSP00000349208	0	0	0	0	0.091	0.089	0.400	0.499	0.718
FKBP6	TDRKH	9606.ENSP00000252037	9606.ENSP00000357812	0	0	0	0	0	0	0.400	0.564	0.727
FKBP6	TBL2	9606.ENSP00000252037	9606.ENSP00000307260	0.042	0	0	0	0.063	0.063	0	0.798	0.807
FKBP6	GTF2IRD1	9606.ENSP00000252037	9606.ENSP00000397566	0	0	0	0	0	0	0	0.836	0.836
FKBP8	MLST8	9606.ENSP00000471700	9606.ENSP00000457870	0	0	0	0	0.164	0.323	0	0.993	0.996
FKRP	FKTN	9606.ENSP00000326570	9606.ENSP00000223528	0	0	0	0	0.060	0.066	0.900	0.987	0.998
FKRP	SGCA	9606.ENSP00000326570	9606.ENSP00000262018	0	0	0	0	0.086	0	0	0.868	0.874
FKRP	TCAP	9606.ENSP00000326570	9606.ENSP00000312624	0	0	0	0	0	0	0	0.757	0.757
FKRP	SGCD	9606.ENSP00000326570	9606.ENSP00000338343	0	0	0	0	0	0	0	0.791	0.791
FKTN	SGCA	9606.ENSP00000223528	9606.ENSP00000262018	0	0	0	0	0	0	0	0.734	0.734
FKTN	SGCD	9606.ENSP00000223528	9606.ENSP00000338343	0	0	0	0	0	0	0	0.759	0.759
FKTN	TCAP	9606.ENSP00000223528	9606.ENSP00000312624	0	0	0	0	0	0	0	0.816	0.816
FLCN	PRKAB1	9606.ENSP00000285071	9606.ENSP00000441369	0	0	0	0	0.049	0	0	0.700	0.702
FLCN	PRKAA1	9606.ENSP00000285071	9606.ENSP00000346148	0	0	0	0	0	0.095	0	0.693	0.710
FLG	ST14	9606.ENSP00000357789	9606.ENSP00000278742	0	0	0	0	0	0.094	0.400	0.739	0.845
FLI1	PPT1	9606.ENSP00000433488	9606.ENSP00000493153	0	0	0	0	0.081	0	0	0.834	0.841
FLNC	ITGB4	9606.ENSP00000327145	9606.ENSP00000200181	0	0	0	0	0.042	0.190	0.650	0.359	0.802
FLNC	HSPB8	9606.ENSP00000327145	9606.ENSP00000281938	0	0	0	0	0.176	0.063	0	0.651	0.707
FLNC	ITGA1	9606.ENSP00000327145	9606.ENSP00000282588	0	0	0	0	0.062	0	0.650	0.230	0.725
FLNC	ITGA5	9606.ENSP00000327145	9606.ENSP00000293379	0	0	0	0	0.163	0	0.650	0.206	0.747
FLNC	SYNPO2	9606.ENSP00000327145	9606.ENSP00000306015	0	0	0	0	0.087	0.294	0	0.766	0.836
FLNC	TCAP	9606.ENSP00000327145	9606.ENSP00000312624	0	0	0	0	0.083	0	0	0.875	0.880
FLNC	SGCD	9606.ENSP00000327145	9606.ENSP00000338343	0	0	0	0	0.126	0.476	0	0.946	0.973
FLT1	HGF	9606.ENSP00000282397	9606.ENSP00000222390	0	0	0	0	0.044	0	0.650	0.748	0.908
FLT1	PIK3R3	9606.ENSP00000282397	9606.ENSP00000262741	0	0	0	0	0	0.153	0.650	0.189	0.738
FLT1	IRS1	9606.ENSP00000282397	9606.ENSP00000304895	0	0	0	0	0	0	0.650	0.230	0.719
FLT1	IGF1	9606.ENSP00000282397	9606.ENSP00000376637	0	0	0	0	0.060	0	0.650	0.718	0.899
FLT1	NRP2	9606.ENSP00000282397	9606.ENSP00000353582	0	0	0	0	0.082	0	0.700	0.906	0.971
FNBP1L	TSEN2	9606.ENSP00000271234	9606.ENSP00000284995	0	0	0	0	0	0.782	0	0.046	0.783
FOXC2	TCF15	9606.ENSP00000497759	9606.ENSP00000246080	0	0	0	0	0.044	0.053	0	0.740	0.744
FOXC2	PPP2R2A	9606.ENSP00000497759	9606.ENSP00000325074	0	0	0	0	0	0.720	0	0	0.720
FOXC2	GJC2	9606.ENSP00000497759	9606.ENSP00000355675	0	0	0	0	0.047	0	0	0.780	0.781
FOXO3	TP53	9606.ENSP00000339527	9606.ENSP00000269305	0	0	0	0	0	0.776	0	0.991	0.998
FOXO3	IGF1	9606.ENSP00000339527	9606.ENSP00000376637	0	0	0	0	0	0	0	0.803	0.803
FOXO3	FOXO4	9606.ENSP00000339527	9606.ENSP00000363377	0	0	0.064	0.882	0.122	0	0.900	0.147	0.920
FOXO3	PRKAB1	9606.ENSP00000339527	9606.ENSP00000441369	0	0	0	0	0.060	0	0.900	0.280	0.926
FOXO3	PRKAA1	9606.ENSP00000339527	9606.ENSP00000346148	0	0	0	0	0.092	0.091	0.900	0.389	0.942
FOXO4	TP53	9606.ENSP00000363377	9606.ENSP00000269305	0	0	0	0	0	0	0.400	0.992	0.995
FOXO4	TNPO1	9606.ENSP00000363377	9606.ENSP00000336712	0	0	0	0	0	0.091	0	0.779	0.790
FOXO4	PRKAA1	9606.ENSP00000363377	9606.ENSP00000346148	0	0	0	0	0	0.091	0.650	0.212	0.727
FRS2	KL	9606.ENSP00000447241	9606.ENSP00000369442	0	0	0	0	0	0	0.400	0.725	0.827
FRS2	SPRY1	9606.ENSP00000447241	9606.ENSP00000481675	0	0	0	0	0	0	0	0.758	0.758
FSBP	WRN	9606.ENSP00000483397	9606.ENSP00000298139	0.048	0	0	0	0	0.309	0	0.716	0.797
FURIN	ST14	9606.ENSP00000483552	9606.ENSP00000278742	0	0	0	0	0.068	0	0.400	0.575	0.742
FURIN	PROZ	9606.ENSP00000483552	9606.ENSP00000344458	0	0	0	0	0.061	0	0.750	0.080	0.765
FUT2	FUT6	9606.ENSP00000387498	9606.ENSP00000286955	0	0	0	0	0.082	0	0.900	0.887	0.988
FUT7	GCNT1	9606.ENSP00000318142	9606.ENSP00000415454	0	0	0	0	0.057	0	0	0.713	0.718
FUT7	ZBTB32	9606.ENSP00000318142	9606.ENSP00000376035	0	0	0	0	0.078	0.045	0	0.727	0.738
FZD1	WNT8B	9606.ENSP00000287934	9606.ENSP00000340677	0	0	0	0	0	0.234	0.650	0.544	0.867
FZD1	RNF43	9606.ENSP00000287934	9606.ENSP00000463069	0	0	0	0	0	0.045	0.900	0.418	0.939
FZD1	WNT7B	9606.ENSP00000287934	9606.ENSP00000341032	0	0	0	0	0	0.234	0.650	0.834	0.951
FZD1	WNT1	9606.ENSP00000287934	9606.ENSP00000293549	0	0	0	0	0	0.234	0.900	0.970	0.997
GAD2	PVALB	9606.ENSP00000365437	9606.ENSP00000216200	0	0	0	0	0.162	0.091	0	0.800	0.835
GAD2	TNFRSF25	9606.ENSP00000365437	9606.ENSP00000367013	0	0	0	0	0	0	0	0.735	0.735
GAD2	PNMA2	9606.ENSP00000365437	9606.ENSP00000429344	0	0	0	0	0.158	0	0	0.721	0.755
GAD2	VAMP2	9606.ENSP00000365437	9606.ENSP00000418572	0	0	0	0	0.116	0.053	0.500	0.577	0.799
GALNT8	GCNT1	9606.ENSP00000252318	9606.ENSP00000415454	0	0	0	0	0	0	0.900	0.318	0.928
GBP1	IRF1	9606.ENSP00000359504	9606.ENSP00000245414	0	0	0	0	0.566	0	0	0.625	0.830
GBP1	OASL	9606.ENSP00000359504	9606.ENSP00000257570	0	0	0	0	0.350	0	0	0.596	0.727
GBP1	IFI35	9606.ENSP00000359504	9606.ENSP00000395590	0	0	0	0	0.480	0	0	0.518	0.738
GBP1	OAS1	9606.ENSP00000359504	9606.ENSP00000388001	0	0	0	0	0.371	0	0	0.618	0.750
GBP1	IFIT3	9606.ENSP00000359504	9606.ENSP00000360876	0	0	0	0	0.644	0	0	0.721	0.896
GCC1	NOL6	9606.ENSP00000318821	9606.ENSP00000297990	0	0	0	0	0.253	0.765	0	0.218	0.850
GCC1	TSR1	9606.ENSP00000318821	9606.ENSP00000301364	0	0	0	0	0.410	0.747	0	0.313	0.888
GCC1	RAB6A	9606.ENSP00000318821	9606.ENSP00000311449	0	0	0	0	0.049	0.091	0.500	0.692	0.849
GCKR	PNPLA3	9606.ENSP00000264717	9606.ENSP00000216180	0	0	0	0	0.062	0	0	0.695	0.701
GDF15	TP53	9606.ENSP00000252809	9606.ENSP00000269305	0	0	0	0	0.051	0.139	0	0.732	0.762
GDF15	HAMP	9606.ENSP00000252809	9606.ENSP00000471894	0	0	0	0	0.060	0	0	0.875	0.877
GDF2	PAEP	9606.ENSP00000463051	9606.ENSP00000417898	0	0	0	0	0	0	0	0.787	0.787
GDNF	NGFR	9606.ENSP00000409007	9606.ENSP00000172229	0	0	0	0	0.053	0	0	0.824	0.826
GDNF	HBEGF	9606.ENSP00000409007	9606.ENSP00000230990	0	0	0.394	0	0.044	0	0	0.557	0.720
GDNF	PSPN	9606.ENSP00000409007	9606.ENSP00000245810	0	0	0	0.760	0.049	0	0.400	0.745	0.841
GDNF	IGF1	9606.ENSP00000409007	9606.ENSP00000376637	0	0	0	0	0	0	0	0.775	0.775
GDNF	SOX10	9606.ENSP00000409007	9606.ENSP00000380093	0	0	0	0	0.044	0	0	0.802	0.802
GFAP	PVALB	9606.ENSP00000253408	9606.ENSP00000216200	0	0	0	0	0.144	0	0	0.743	0.771
GFAP	UBB	9606.ENSP00000253408	9606.ENSP00000478771	0	0	0	0	0.086	0	0.500	0.464	0.733
GFAP	SOX10	9606.ENSP00000253408	9606.ENSP00000380093	0	0	0	0	0.171	0	0	0.691	0.733
GFAP	SLC1A2	9606.ENSP00000253408	9606.ENSP00000278379	0	0	0	0	0.265	0	0	0.850	0.885
GFAP	S100B	9606.ENSP00000253408	9606.ENSP00000291700	0	0	0	0	0.239	0.087	0	0.901	0.925
GFOD2	NKIRAS2	9606.ENSP00000268797	9606.ENSP00000303580	0	0	0	0	0.095	0.785	0	0	0.797
GGA2	RABEP1	9606.ENSP00000311962	9606.ENSP00000445408	0	0	0	0	0.076	0.877	0.500	0.607	0.974
GHRHR	IGF1	9606.ENSP00000320180	9606.ENSP00000376637	0	0	0	0	0	0	0	0.821	0.821
GIGYF2	PLA2G6	9606.ENSP00000387170	9606.ENSP00000333142	0	0	0	0	0	0	0	0.801	0.801
GJB1	GJC2	9606.ENSP00000354900	9606.ENSP00000355675	0	0	0	0.825	0.067	0	0.360	0.614	0.749
GJB1	SOX10	9606.ENSP00000354900	9606.ENSP00000380093	0	0	0	0	0.210	0	0	0.741	0.786
GLI1	KIF3A	9606.ENSP00000228682	9606.ENSP00000385808	0	0	0	0	0	0.046	0.400	0.613	0.759
